pid	ppid	pgid	rss	command
1737	1	1737	49504	/Applications/Timer RH PRO.app/Contents/MacOS/Timer RH PRO
1738	1	1738	28160	/Applications/HazeOver.app/Contents/MacOS/HazeOver
1742	1	1742	47408	/Applications/Charmstone.app/Contents/MacOS/Charmstone
1745	1	1745	95312	/Library/SystemExtensions/1E837596-0EB5-4CB7-909B-9D1C979AEF9F/io.tailscale.ipn.macsys.network-extension.systemextension/Contents/MacOS/io.tailscale.ipn.macsys.network-extension
1750	1	1750	12640	/System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
1755	1	1755	44976	/Library/Application Support/Barbee Helper/BarbeeHelper.app/Contents/MacOS/BarbeeHelper
1775	1	1775	7696	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
1776	1	1776	5504	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
1913	1	1911	11680	rbw-agent
2192	1	2192	3984	/Library/Developer/PrivateFrameworks/CoreSimulator.framework/Resources/bin/simdiskimaged
2352	1674	1674	55424	/Applications/Proton Mail Bridge.app/Contents/MacOS/bridge-gui --no-window --session-id 20260518_094619267 --launcher /Applications/Proton Mail Bridge.app/Contents/MacOS/Proton Mail Bridge
2373	1	2373	10464	/System/Library/PrivateFrameworks/iCloudNotification.framework/iCloudNotificationAgent
2386	1677	1677	81856	/opt/homebrew/opt/syncthing/bin/syncthing --no-browser --no-restart
2390	1	2389	6176	/Applications/Proton Mail Bridge.app/Contents/MacOS/crashpad_handler --no-rate-limit --database=/Users/pleasedodisturb/Library/Application Support/protonmail/bridge-v3/sentry_cache --metrics-dir=/Users/pleasedodisturb/Library/Application Support/protonmail/bridge-v3/sentry_cache --url=https://mail-api.proton.me:443/core/v4/reports/sentry/api/7/minidump/?sentry_client=sentry.native/0.10.0&sentry_key=ea31dfe8574849108fb8ba044fec3620 --attachment=/private/var/folders/v4/j7fwh_rj5r716k59_6cqs7xc0000gn/T/db4469a7-52bf-41df-89f9-91b4a4316803.txt --attachment=/Users/pleasedodisturb/Library/Application Support/protonmail/bridge-v3/sentry_cache/1288f5af-065c-420a-3989-9aaa564195f1.run/__sentry-event --attachment=/Users/pleasedodisturb/Library/Application Support/protonmail/bridge-v3/sentry_cache/1288f5af-065c-420a-3989-9aaa564195f1.run/__sentry-breadcrumb1 --attachment=/Users/pleasedodisturb/Library/Application Support/protonmail/bridge-v3/sentry_cache/1288f5af-065c-420a-3989-9aaa564195f1.run/__sentry-breadcrumb2 --handshake-fd=5
2392	2352	1674	48432	/Applications/Proton Mail Bridge.app/Contents/MacOS/bridge --grpc --parent-pid 2352 --no-window --launcher /Applications/Proton Mail Bridge.app/Contents/MacOS/Proton Mail Bridge --session-id 20260518_094619267
2394	1	2394	58496	/Applications/Ollama.app/Contents/MacOS/Ollama
2401	816	2401	3760	/usr/bin/powermetrics -i 2000 --samplers cpu_power gpu_power -a --hide-cpu-duty-cycle
2402	816	2402	3760	/usr/bin/powermetrics -i 2000 --samplers cpu_power gpu_power -a --hide-cpu-duty-cycle
2406	2394	2394	20688	/Applications/Ollama.app/Contents/Resources/ollama serve
2454	1	2454	4784	/System/Applications/System Settings.app/Contents/PlugIns/csimporter.appex/Contents/MacOS/csimporter -AppleLanguages ("en-UA", "uk-UA")
2515	1	2515	2336	/usr/sbin/distnoted agent
2524	1	2524	6016	/System/Library/ExtensionKit/Extensions/WallpaperLegacyExtension.appex/Contents/MacOS/WallpaperLegacyExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5sZWdhY3kiLCJ0eXBlIjoxfQ==
2525	1	2525	4352	/System/Library/ExtensionKit/Extensions/WallpaperSequoiaExtension.appex/Contents/MacOS/WallpaperSequoiaExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5zZXF1b2lhIiwidHlwZSI6MX0=
2526	1	2526	4320	/System/Library/ExtensionKit/Extensions/WallpaperSonomaExtension.appex/Contents/MacOS/WallpaperSonomaExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5zb25vbWEiLCJ0eXBlIjoxfQ==
2527	1	2527	4704	/System/Library/ExtensionKit/Extensions/WallpaperDynamicExtension.appex/Contents/MacOS/WallpaperDynamicExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5keW5hbWljIiwidHlwZSI6MX0=
2528	1	2528	4320	/System/Library/ExtensionKit/Extensions/WallpaperMacintoshExtension.appex/Contents/MacOS/WallpaperMacintoshExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5tYWNpbnRvc2giLCJ0eXBlIjoxfQ==
2529	1	2529	4352	/System/Library/ExtensionKit/Extensions/WallpaperGradientExtension.appex/Contents/MacOS/WallpaperGradientExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5ncmFkaWVudCIsInR5cGUiOjF9
2530	1	2530	4336	/System/Library/ExtensionKit/Extensions/NeptuneOneWallpaper.appex/Contents/MacOS/NeptuneOneWallpaper -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuTmVwdHVuZU9uZUV4dGVuc2lvbiIsInR5cGUiOjF9
2564	1	2564	2432	/System/Library/CoreServices/CrashReporterSupportHelper server-init
2565	1	2565	35968	/System/Library/PrivateFrameworks/GenerativeExperiencesRuntime.framework/Versions/A/generativeexperiencesd
2577	1	2577	5264	/System/Applications/Calendar.app/Contents/Extensions/CalendarIntentsExtension.appex/Contents/MacOS/CalendarIntentsExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwidHlwZSI6MSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuY2FsZW5kYXIuQ2FsZW5kYXJJbnRlbnRzRXh0ZW5zaW9uIn0=
2578	1	2578	13824	/Applications/Raycast.app/Contents/Extensions/RaycastAppIntents.appex/Contents/MacOS/RaycastAppIntents -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5yYXljYXN0Lm1hY29zLlJheWNhc3RBcHBJbnRlbnRzIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
2581	1	2581	13872	/Applications/LookAway.app/Contents/Extensions/LookAwayFocusFilter.appex/Contents/MacOS/LookAwayFocusFilter -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5teXN0aWNhbGJpdHMubG9va2F3YXkuTG9va0F3YXlGb2N1c0ZpbHRlciIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
2584	1	2584	10976	/System/Applications/Messages.app/Contents/Extensions/MessagesActionExtension.appex/Contents/MacOS/MessagesActionExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Nb2JpbGVTTVMuTWVzc2FnZXNBY3Rpb25FeHRlbnNpb24iLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
2592	1	2592	2320	/usr/sbin/distnoted agent
2613	1	2613	4352	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
2614	1	2614	4800	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
2624	1	2624	22320	/usr/libexec/modelmanagerd
2648	1	2648	13568	/System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/modelcatalogd
2713	1	2713	7440	/System/Library/Frameworks/CoreSpotlight.framework/spotlightknowledged -x
2728	1	2728	9232	/usr/libexec/triald_system
2730	1	2730	67200	/System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50Z29uZGV2aWNlaW5mZXJlbmNlcHJvdmlkZXJzZXJ2aWNlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjh9
2947	1	2947	11248	/usr/libexec/networkserviceproxy
2948	1	2948	9136	/usr/libexec/swcd
2949	1	2949	3936	/System/Library/Frameworks/MediaExtension.framework/Versions/A/Helpers/MENotificationAgent
2950	1	2950	16368	/usr/libexec/siriknowledged
3063	1	3063	9824	/System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
3085	1	3085	3152	/usr/libexec/aneuserd
3088	1	3088	8400	/System/Library/PrivateFrameworks/CloudSubscriptionFeatures.framework/FeatureAccessAgent
3089	1	3089	7728	/System/Library/Frameworks/CryptoTokenKit.framework/ctkd -tw
3155	1	3155	7584	/System/Library/PrivateFrameworks/iCloudDriveService.framework/XPCServices/ContainerMetadataExtractor.xpc/Contents/MacOS/ContainerMetadataExtractor
3218	1	3218	12848	/System/Library/ExtensionKit/Extensions/GenerativeExperiencesSafetyInferenceProvider.appex/Contents/MacOS/GenerativeExperiencesSafetyInferenceProvider -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5HZW5lcmF0aXZlRnVuY3Rpb25zLkdlbmVyYXRpdmVFeHBlcmllbmNlc1NhZmV0eUluZmVyZW5jZVByb3ZpZGVyIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjh9
3269	1	3269	5520	/System/Library/PrivateFrameworks/SessionCore.framework/Support/liveactivitiesd
3310	1	3310	3872	/usr/libexec/powerexperienced
3337	1	3337	9312	/System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
3339	1	3339	2480	/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
3355	1	3355	14480	/System/Library/Frameworks/StoreKit.framework/Support/storekitagent
3584	1	3584	79456	/System/Library/ExtensionKit/Extensions/TGOnDeviceInferenceProviderService.appex/Contents/MacOS/TGOnDeviceInferenceProviderService -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50Z29uZGV2aWNlaW5mZXJlbmNlcHJvdmlkZXJzZXJ2aWNlIiwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2UsInR5cGUiOjh9
3886	1	3886	7440	/usr/sbin/systemsoundserverd
3890	1	3890	11216	/System/Library/Input Methods/PressAndHold.app/Contents/PlugIns/PAH_Extension.appex/Contents/MacOS/PAH_Extension -AppleLanguages ("en-UA", "uk-UA")
3978	1	3978	4016	/usr/libexec/dprivacyd
4570	1	4570	17184	/usr/libexec/routined LAUNCHED_BY_LAUNCHD
5064	1	5064	7776	/System/Library/PrivateFrameworks/ModelCatalogRuntime.framework/Versions/A/ModelCatalogAgent
5243	1	5243	7872	/System/Library/PrivateFrameworks/PrivateCloudCompute.framework/privatecloudcomputed.app/Contents/MacOS/privatecloudcomputed
5818	1	5818	84432	/Applications/MDClock.app/Contents/MacOS/MDClock
6155	1	6155	8752	/usr/libexec/storagekitd
6227	1	6227	40496	/System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS53ZWF0aGVyLndpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
6356	1	6356	6496	/System/Library/CoreServices/pbs
6365	1	6365	16160	/System/Library/Frameworks/Contacts.framework/Support/contactsd
6417	1	6417	49888	/Applications/OrbStack.app/Contents/MacOS/OrbStack
6548	1	6548	13136	/System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
6704	1	6704	576624	/Applications/OrbStack.app/Contents/Frameworks/OrbStack Helper.app/Contents/MacOS/OrbStack Helper vmgr -build-id 1777567115 -handoff
6706	1	6706	2224	/usr/libexec/InternetSharing
6789	1	6789	10784	/System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
6814	1	6814	2288	/usr/libexec/dhcp6d
6880	1	6880	5712	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
7104	1	7104	10688	/System/Library/PrivateFrameworks/iCloudDriveCore.framework/Versions/A/Support/bird
7219	1	7219	16544	/System/Library/PrivateFrameworks/VoiceShortcuts.framework/Versions/A/Support/siriactionsd
7360	1	7360	12032	/System/Library/PrivateFrameworks/WorkflowKit.framework/XPCServices/ShortcutsViewService.xpc/Contents/MacOS/ShortcutsViewService
7883	1	7883	32	/System/Library/PrivateFrameworks/IDSBlastDoorSupport.framework/Versions/A/XPCServices/IDSBlastDoorService.xpc/Contents/MacOS/IDSBlastDoorService
8046	1	8046	2800	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
8760	1	8760	58000	/Applications/iStat Menus.app/Contents/MacOS/iStat Menus
8767	1	8767	18832	/System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
9102	1	9102	9504	/System/Library/PrivateFrameworks/ScreenTimeCore.framework/Versions/A/ScreenTimeAgent
9381	1	9381	8448	/System/Library/PrivateFrameworks/UsageTracking.framework/Versions/A/UsageTrackingAgent
9618	1	9618	14560	/Library/PrivilegedHelperTools/com.binarynights.ForkLiftHelper
9655	1	9655	35536	/System/Applications/App Store.app/Contents/MacOS/App Store
9656	1	9656	10592	/System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.extra.xpc/Contents/MacOS/com.apple.dock.extra
9657	1	9657	14256	/System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
9666	1	9666	16160	/System/Library/PrivateFrameworks/AppleMediaServicesUIPaymentSheets.framework/Versions/A/XPCServices/AMSUIPaymentViewService_macOS.xpc/Contents/MacOS/AMSUIPaymentViewService_macOS
10470	1	10470	14096	/usr/libexec/tipsd
10473	1	10473	16176	/System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
11143	1	11143	2736	/System/Library/PrivateFrameworks/CoreKDL.framework/Support/corekdld
11207	1	11207	2416	/Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
11213	1	11213	3888	/Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
11607	1	11607	12656	/System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
12053	1	12053	4432	/usr/sbin/BTLEServerAgent
12249	1	12249	6400	/System/Library/PrivateFrameworks/AXAssetLoader.framework/Support/axassetsd
13305	1	13305	10112	/System/Library/PrivateFrameworks/GeoAnalytics.framework/geoanalyticsd
14445	1	14135	13744	/Users/pleasedodisturb/Projects/web-agent-comparison/.venv/bin/python -m http.server 8765 --bind 127.0.0.1 --directory /Users/pleasedodisturb/Projects/web-agent-comparison/fixtures/snapshots
15663	1	15663	5392	/System/Library/PrivateFrameworks/ProtectedCloudStorage.framework/Helpers/ProtectedCloudKeySyncing
15740	1	15740	3968	/usr/libexec/mmaintenanced
16399	1	16399	7824	/usr/libexec/swtransparencyd
16400	1	16400	7824	/System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
16588	1	16588	34256	/System/Library/CoreServices/iconservicesagent
16599	1	16599	4512	/System/Library/CoreServices/iconservicesd
17009	1	17009	4928	/usr/libexec/seserviced
17113	1	17113	3008	/System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
17640	1	17640	60560	/Applications/ForkLift.app/Contents/MacOS/ForkLift
18465	1	18465	16864	sshd-session: pleasedodisturb [priv]
18466	18465	18465	0	<defunct>
18561	18465	18465	2000	sshd-session: pleasedodisturb@ttys000
19083	1	19083	8384	/System/Library/PrivateFrameworks/Stickers.framework/Support/stickersd
19303	1	19303	3520	/System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
19455	1	19455	6528	/System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
19538	1	19538	2416	/usr/libexec/cryptexd
20023	1	20023	12656	/System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
20161	1	20161	4224	/System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
20256	1	20256	1952	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
20438	1	20438	5488	/System/Library/PrivateFrameworks/Ecosystem.framework/Support/ecosystemd
20439	1	20439	1872	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
20699	1	20699	6368	/System/Cryptexes/App/usr/libexec/SafariLaunchAgent
20767	1	20767	4368	/usr/libexec/kernelmanager_helper
21476	1	21476	4384	/usr/libexec/metrickitd
21604	1	21604	11616	/System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
22065	1	22065	6384	/usr/libexec/findmybeaconingd
22066	1	22066	4096	/usr/libexec/securityd_system
22508	1	22508	57792	/Applications/Proton Drive.app/Contents/MacOS/Proton Drive
22816	1	22816	6048	/System/Library/PrivateFrameworks/CoreCDP.framework/Versions/A/Resources/cdpd
22867	1	22867	9520	/usr/libexec/findmydeviced
22893	1	22893	6080	/usr/libexec/findmydevice-user-agent
22894	1	22894	1904	/usr/libexec/applekeystored
22912	1	22912	5024	/usr/libexec/naturallanguaged
22944	1	22944	11232	/Applications/OrbStack.app/Contents/Frameworks/Sparkle.framework/Versions/B/Autoupdate dev.kdrag0n.MacVirt /Users/pleasedodisturb pleasedodisturb
22945	1	22945	24272	/Users/pleasedodisturb/Library/Caches/dev.kdrag0n.MacVirt/org.sparkle-project.Sparkle/Launcher/LvvyXtSuQ/Updater.app/Contents/MacOS/Updater /Applications/OrbStack.app 0
23455	1	23455	2416	/Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
23459	1	23459	3920	/Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
23831	1	23831	10096	/System/Library/Frameworks/Intents.framework/XPCServices/intents_helper.xpc/Contents/MacOS/intents_helper
23872	1	23872	8432	/System/Library/PrivateFrameworks/CascadeSets.framework/Versions/A/XPCServices/SetStoreUpdateService.xpc/Contents/MacOS/SetStoreUpdateService
24026	1	24026	9568	/System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
24057	1	24057	11728	/System/Library/PrivateFrameworks/IntelligencePlatformCore.framework/Versions/A/knowledgeconstructiond
24099	1	24099	5152	/usr/libexec/feedbackd
24245	1	24245	8256	/usr/libexec/intelligentroutingd
24407	1	24407	77632	/Applications/Blip.app/Contents/MacOS/Blip
24826	1	24826	38880	tmux new-session -d -s main -n shell -c /Users/pleasedodisturb/Projects
24950	1	24950	8000	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
24966	1	24966	5744	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
25072	1	25072	4896	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
25895	1	25895	18256	/System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
25957	1	25957	9040	/usr/libexec/keyboardservicesd
26329	1	26329	23728	/System/Library/PrivateFrameworks/AuthKitUI.framework/Versions/A/XPCServices/AKAuthorizationRemoteViewService.xpc/Contents/MacOS/AKAuthorizationRemoteViewService
26354	1	26354	11264	/System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
26685	1	26685	8032	/System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
27510	1	27510	15872	/System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSOAgent.app/Contents/MacOS/AppSSOAgent
27512	1	27512	10960	/System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Support/BackgroundTaskManagementAgent.app/Contents/MacOS/BackgroundTaskManagementAgent
27513	1	27513	5312	/System/Library/PrivateFrameworks/SiriSuggestionsSupport.framework/Versions/A/XPCServices/SiriSuggestionsBookkeepingService.xpc/Contents/MacOS/SiriSuggestionsBookkeepingService
27532	1	27532	11792	/System/Library/PrivateFrameworks/AppSSO.framework/Support/AppSSODaemon
27604	1	27604	20096	/Applications/Fantastical.app/Contents/PlugIns/Fantastical Widgets.appex/Contents/MacOS/Fantastical Widgets -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uZmxleGliaXRzLmZhbnRhc3RpY2FsMi5tYWMuRmFudGFzdGljYWxXaWRnZXRzIiwidHlwZSI6MX0=
27816	1	27816	18560	/Applications/Fantastical.app/Contents/PlugIns/Fantastical Intents.appex/Contents/MacOS/Fantastical Intents -AppleLanguages ("en-UA", "uk-UA")
27979	1	27979	5200	/System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
28380	1	28380	6192	/System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
29162	1	29162	3168	/System/Library/PrivateFrameworks/IntelligenceTasksEngine.framework/Support/intelligencetasksd
29704	1	29704	6672	/System/Library/PrivateFrameworks/MapsSync.framework/mapssyncd
29956	1	29956	9888	/System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
30175	1	30175	8976	/System/Library/PrivateFrameworks/People.framework/peopled
30176	1	30176	12096	/System/Library/PrivateFrameworks/SiriInference.framework/Versions/A/siriinferenced
30879	1	30879	11808	/System/Library/PrivateFrameworks/AppleMediaServicesUI.framework/amsengagementd
31091	1	31091	2064	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
31126	1	31126	7584	/System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar
31470	1	31470	2048	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
31595	1	31595	21776	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
31715	1	31715	5216	/usr/libexec/wallpaperexportd
31802	1	31802	2064	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
31881	1	31881	2048	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
32197	1	32197	1616	/System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
32290	1	32290	58944	/Applications/Jettison.app/Contents/MacOS/Jettison
33560	1	33560	2048	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
34940	1	34940	42736	/usr/libexec/spotlightknowledged.updater -u
34943	1	34943	15664	/System/Library/Frameworks/PassKit.framework/PlugIns/com.apple.PassKit.PaymentAuthorizationUIExtension.appex/Contents/MacOS/com.apple.PassKit.PaymentAuthorizationUIExtension -AppleLanguages ("en-GB", "en-UA", "uk-UA")
35587	1	35587	4448	/System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
35747	1	35747	2128	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
35748	1	35748	2128	/System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
35834	1	35834	18496	/System/Library/PrivateFrameworks/DataAccess.framework/Support/dataaccessd
36289	1	36289	7488	/usr/libexec/amfid
36329	1	36329	18576	/System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
37274	1	37274	33040	/System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
38151	1	38151	9616	/usr/libexec/fskit_agent
38155	1	38155	3104	/System/Library/CoreServices/APFSUserAgent
38454	1	38454	5456	/usr/libexec/symptomsd-diag
38552	1	38552	26672	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
38573	1	38573	1792	/System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
38949	98358	38949	1440	/bin/zsh -c source /Users/pleasedodisturb/.claude/shell-snapshots/snapshot-zsh-1779716822603-0flb9a.sh 2>/dev/null || true && setopt NO_EXTENDED_GLOB 2>/dev/null || true && eval '\\012mkdir -p results/2026-05-26/browser-use-agent && \\012echo "[$(date -u +%H:%M:%SZ)] PASS1 launching..." > results/2026-05-26/browser-use-agent/PASS1_LAUNCH.log && \\012ANTHROPIC_API_KEY="$(rbw get '"'"'Anthropic Claude'"'"' --field Anthropic_API)" MCP_MODE=agent bash scripts/run_mcp_session.sh browser-use > results/2026-05-26/browser-use-agent/PASS1_LAUNCH.log 2>&1; echo "RC=$?"' < /dev/null && pwd -P >| /tmp/claude-8eb5-cwd
38958	38949	38949	2144	bash scripts/run_mcp_session.sh browser-use
39168	1	39168	7024	/System/Cryptexes/App/usr/libexec/PasswordBreachAgent
